priority	benchmark	target_id	track	blocker_class	current_probe_run	current_probe_status	has_current_prediction	prediction_match_type	prediction_match_alias	input_status	reference_status	sequence_lookup_id	oligo_state	entity_count	chain_count	total_len	domain_count	domain_ids	official_metric	official_scored_rows	server_group_count	server_best_score	description	next_action
78	casp16_server_protein_v2_aliasfix	H1267	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H1267	UNK	2	2	926	0		QSglob	366	26	0.818000	XauSPARDA	find_native_complex_assembly_and_chain_map_for_qsglob
79	casp16_server_protein_v2_aliasfix	H2267	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H2267	UNK	2	2	926	0		QSglob	279	20	0.819000	XauSPARDA	find_native_complex_assembly_and_chain_map_for_qsglob
80	casp16_server_protein_v2_aliasfix	H1230	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H1230	UNK	2	2	984	0		QSglob	370	29	0.885000	ORF61/A3B	find_native_complex_assembly_and_chain_map_for_qsglob
81	casp16_server_protein_v2_aliasfix	H0230	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H0230	UNK	2	2	984	0		QSglob	293	27	0.892000	ORF61/A3B	find_native_complex_assembly_and_chain_map_for_qsglob
82	casp16_server_protein_v2_aliasfix	H2230	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H2230	UNK	2	2	984	0		QSglob	297	20	0.885000	ORF61/A3B	find_native_complex_assembly_and_chain_map_for_qsglob
83	casp16_server_protein_v2_aliasfix	H1229	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H1229	UNK	2	2	987	0		QSglob	358	29	0.783000	ORF61/A3A	find_native_complex_assembly_and_chain_map_for_qsglob
84	casp16_server_protein_v2_aliasfix	H0229	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H0229	UNK	2	2	987	0		QSglob	298	27	0.739000	ORF61/A3A	find_native_complex_assembly_and_chain_map_for_qsglob
85	casp16_server_protein_v2_aliasfix	H2229	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H2229	UNK	2	2	987	0		QSglob	298	20	0.783000	ORF61/A3A	find_native_complex_assembly_and_chain_map_for_qsglob
86	casp16_server_protein_v2_aliasfix	T2218O	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	T2218	UNK	1	1	1164	3	T1218-D1,T1218-D2,T1218-D3	QSglob	301	22	0.707000	Cry26Aa	find_native_complex_assembly_and_chain_map_for_qsglob
87	casp16_server_protein_v2_aliasfix	T2257O	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	T2257	UNK	1	1	1263	1	T1257-D1	QSglob	270	19	0.937000	P13390	find_native_complex_assembly_and_chain_map_for_qsglob
88	casp16_server_protein_v2_aliasfix	H1217	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H1217	UNK	6	6	2939	0		QSglob	319	26	0.777000	AcP10_eIF2B_complex	find_native_complex_assembly_and_chain_map_for_qsglob
89	casp16_server_protein_v2_aliasfix	H0217	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H0217	UNK	6	6	2939	0		QSglob	254	23	0.817000	AcP10_eIF2B_complex	find_native_complex_assembly_and_chain_map_for_qsglob
90	casp16_server_protein_v2_aliasfix	H2217	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	H2217	UNK	6	6	2939	0		QSglob	275	21	0.818000	AcP10_eIF2B_complex	find_native_complex_assembly_and_chain_map_for_qsglob
91	casp16_server_protein_v2_aliasfix	T1295O	protein_oligo	reference_registry_gap	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			ok	no_reference_pdb	T1295	A8	1	8	3752	3	T1295-D1,T1295-D2,T1295-D3	QSglob	255	23	0.691000	TM_Ag	find_native_complex_assembly_and_chain_map_for_qsglob
92	casp16_server_protein_v2_aliasfix	T1228V2	protein_domain	sequence_or_input_gap_before_reference	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			skipped	no_reference_pdb	T1228V2	A1	0	0	0	4	T1228V2-D1,T1228V2-D2,T1228V2-D3,T1228V2-D4	GDT_TS	1352	28	0.975900	SPbeta_int_DNA   protein subunit of M1228v2	resolve_sequence_alias_or_input_before_reference_work
93	casp16_server_protein_v2_aliasfix	T1294V2	protein_domain	sequence_or_input_gap_before_reference	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			skipped	no_reference_pdb	T1294V2	A2	0	0	0	1	T1294V2-D1	GDT_TS	312	27	0.997600	Isocyanide hydratase	resolve_sequence_alias_or_input_before_reference_work
94	casp16_server_protein_v2_aliasfix	H1265_V1	protein_oligo	sequence_or_input_gap_before_reference	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			skipped	no_reference_pdb	H1265_V1		0	0	0	0		QSglob	299	26	0.102000		resolve_sequence_alias_or_input_before_reference_work
95	casp16_server_protein_v2_aliasfix	H1265_V2	protein_oligo	sequence_or_input_gap_before_reference	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			skipped	no_reference_pdb	H1265_V2		0	0	0	0		QSglob	299	26	0.562000		resolve_sequence_alias_or_input_before_reference_work
96	casp16_server_protein_v2_aliasfix	H1265_V3	protein_oligo	sequence_or_input_gap_before_reference	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	missing_prediction	false			skipped	no_reference_pdb	H1265_V3		0	0	0	0		QSglob	299	26	0.097000		resolve_sequence_alias_or_input_before_reference_work
