run_id	benchmark	status	backend	strategy	model_name	seeds	sample	candidate_count	budget_tier	selected_model_policy	fixed_budget	rank_eligible	msa_reuse_coverage_fraction	msa_reuse_missing_source	run_dir
server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard06_msa_reuse_protenix25_seed121_125
server_v2_domain_sequence_recovery_msa_warmup_seed101	casp16_server_protein_v2_aliasfix	ok	protenix	domain_sequence_recovery_msa_warmup_v1	protenix-v2	101	1	1	diagnostic	first_output_only	True	False			/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_domain_sequence_recovery_msa_warmup_seed101
server_v2_domain_sequence_recovery_oligo_nofail_msa_reuse_after_warmup_seed101	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	yang_domain_sequence_recovery_oligo_nofail_v1_after_warmup	protenix-v2	101	1	1	dev_fixed	first_output_only	True	True	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_domain_sequence_recovery_oligo_nofail_msa_reuse_after_warmup_seed101
server_v4_attack_scoreable_size_balanced_shard01_msa_reuse_protenix5_seed101_105	casp16_server_protein_v4_refmap	deferred:await_p25_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v4_attack_scoreable_size_balanced_shard01_msa_reuse_protenix5_seed101_105
server_v4_attack_scoreable_size_balanced_shard02_msa_reuse_protenix5_seed101_105	casp16_server_protein_v4_refmap	deferred:await_p25_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v4_attack_scoreable_size_balanced_shard02_msa_reuse_protenix5_seed101_105
server_v4_attack_scoreable_size_balanced_shard03_msa_reuse_protenix5_seed101_105	casp16_server_protein_v4_refmap	deferred:await_p25_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v4_attack_scoreable_size_balanced_shard03_msa_reuse_protenix5_seed101_105
server_v4_attack_scoreable_size_balanced_shard04_msa_reuse_protenix5_seed101_105	casp16_server_protein_v4_refmap	deferred:await_p25_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v4_attack_scoreable_size_balanced_shard04_msa_reuse_protenix5_seed101_105
server_v4_attack_scoreable_size_balanced_shard05_msa_reuse_protenix5_seed101_105	casp16_server_protein_v4_refmap	deferred:await_p25_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v4_attack_scoreable_size_balanced_shard05_msa_reuse_protenix5_seed101_105
server_v4_attack_scoreable_size_balanced_shard06_msa_reuse_protenix5_seed101_105	casp16_server_protein_v4_refmap	deferred:await_p25_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v4_attack_scoreable_size_balanced_shard06_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_defaultparams_shard01_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p14_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_defaultparams_shard01_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_defaultparams_shard02_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p14_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_defaultparams_shard02_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_defaultparams_shard03_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p14_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_defaultparams_shard03_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_defaultparams_shard04_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p14_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_defaultparams_shard04_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_defaultparams_shard05_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p14_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_defaultparams_shard05_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_defaultparams_shard06_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p14_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_defaultparams_shard06_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	ok	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_merged	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	True			/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105_consensus_replay	casp16_server_protein_v2_aliasfix	ok	protenix	scoreable_target_subset_oligo_size_first_phase_alias_v1_consensus_selector_replay	protenix-v2	101,102,103,104,105	1	5	server_attack	diversity_confidence_consensus_v1	True	True			/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_msa_reuse_protenix5_seed101_105_consensus_replay
server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	cancelled:replaced_by_p14_overlay	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	cancelled:replaced_by_p14_overlay	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	cancelled:replaced_by_p14_overlay	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	cancelled:replaced_by_p14_overlay	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	cancelled:replaced_by_p14_overlay	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	cancelled:replaced_by_p14_overlay	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	submitted:slurm_812935	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	submitted:slurm_812936	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	submitted:slurm_812937	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	submitted:slurm_812938	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard01_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	submitted:slurm_812939	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	submitted:slurm_812940	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	submitted:slurm_812941	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	submitted:slurm_812942	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard02_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	submitted:slurm_812943	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	submitted:slurm_812944	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	submitted:slurm_812945	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	submitted:slurm_812946	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard03_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	submitted:slurm_812947	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	submitted:slurm_812948	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	submitted:slurm_812949	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	submitted:slurm_812950	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard04_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	submitted:slurm_812951	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	submitted:slurm_812952	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	submitted:slurm_812953	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	submitted:slurm_812954	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard05_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	submitted:slurm_812955	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	submitted:slurm_812956	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	submitted:slurm_812957	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	submitted:slurm_812958	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_size_balanced_shard06_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_input_repair_added_only_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	ok	protenix	scoreable_input_repair_added_only_v1_server_attack_protenix5	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_added_only_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	ok	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix5_merged_merged	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	True			/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105_consensus_replay	casp16_server_protein_v2_aliasfix	ok	protenix	scoreable_input_repair_overlay_consensus_selector_replay	protenix-v2	101,102,103,104,105	1	5	server_attack	diversity_confidence_consensus_v1	True	True			/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105_consensus_replay
server_v2_attack_scoreable_input_repair_defaultparams_shard01_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_defaultparams_shard01_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_defaultparams_shard02_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_defaultparams_shard02_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_defaultparams_shard03_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_defaultparams_shard03_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_defaultparams_shard04_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_defaultparams_shard04_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_defaultparams_shard05_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_defaultparams_shard05_msa_reuse_protenix5_seed101_105
server_v2_attack_scoreable_input_repair_defaultparams_shard06_msa_reuse_protenix5_seed101_105	casp16_server_protein_v2_aliasfix	deferred:await_p25_score	protenix	target_shards_scoreable_input_repair_size_balanced_v1_server_attack_protenix5_defaultparams	protenix-v2	101,102,103,104,105	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_defaultparams_shard06_msa_reuse_protenix5_seed101_105
